序号,画面标识,结果,位置,置信度
533,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,224,532",0.46
534,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,404,35,495",0.26
535,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,44,527",0.66
536,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.43
537,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,403,35,495",0.27
538,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,44,527",0.66
539,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.43
540,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,403,35,495",0.27
541,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"451,160,487,244",0.75
542,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,45,526",0.73
543,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,224,532",0.50
544,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"451,160,487,244",0.75
545,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,45,526",0.73
546,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,224,532",0.50
547,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"454,158,488,241",0.83
548,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,45,526",0.71
549,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,382,224,531",0.52
550,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"454,158,488,241",0.83
551,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,45,526",0.71
552,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,382,224,531",0.52
553,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"458,160,491,237",0.82
554,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,527",0.69
555,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,382,225,531",0.55
556,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"458,160,491,237",0.82
557,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,527",0.69
558,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,382,225,531",0.55
559,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"459,160,494,242",0.82
560,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,526",0.77
561,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"138,381,225,531",0.52
562,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"459,160,494,242",0.82
563,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,526",0.77
564,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"138,381,225,531",0.52
565,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"459,160,494,242",0.82
566,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,526",0.77
567,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"138,381,225,531",0.52
568,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,43,526",0.77
569,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"462,162,495,245",0.76
570,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.52
571,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,43,526",0.77
572,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"462,162,495,245",0.76
573,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.52
574,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,43,526",0.77
575,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"462,162,495,245",0.76
576,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.52
577,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"466,164,501,248",0.75
578,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,526",0.74
579,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.55
580,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,526",0.76
581,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"469,166,503,246",0.70
582,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.52
583,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,526",0.76
584,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"469,166,503,246",0.70
585,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.52
586,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,526",0.76
587,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"469,166,503,246",0.70
588,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.52
589,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,526",0.74
590,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.56
591,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"470,165,504,250",0.41
592,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,526",0.74
593,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.56
594,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"470,165,504,250",0.42
595,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,526",0.75
596,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,377,222,530",0.57
597,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,526",0.75
598,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,377,222,530",0.57
599,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,526",0.75
600,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,377,222,530",0.57
601,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,526",0.75
602,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,377,222,530",0.57
603,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,526",0.75
604,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,377,223,529",0.55
605,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"396,367,473,532",0.28
606,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,526",0.75
607,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,377,223,529",0.55
608,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"396,367,473,532",0.28
609,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,526",0.75
610,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,377,223,529",0.55
611,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"396,367,473,532",0.28
612,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,526",0.76
613,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.54
614,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"396,367,473,532",0.26
615,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,526",0.76
616,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.54
617,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"396,367,473,532",0.26
618,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,44,526",0.77
619,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.54
620,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,44,526",0.77
621,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.54
622,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,44,526",0.77
623,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.54
624,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,526",0.77
625,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,381,222,527",0.51
626,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,526",0.77
627,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,381,222,527",0.51
628,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,44,526",0.76
629,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,381,222,527",0.51
630,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,44,526",0.76
631,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,381,222,527",0.51
632,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,44,526",0.76
633,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,381,222,527",0.51
634,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.75
635,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"135,381,222,527",0.51
636,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"395,368,473,532",0.27
637,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.75
638,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"135,381,222,527",0.51
639,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"395,368,473,532",0.28
640,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.75
641,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"135,381,222,527",0.51
642,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"395,368,473,532",0.28
643,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,45,526",0.74
644,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"135,381,222,528",0.49
645,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"395,377,472,532",0.29
646,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,46,526",0.76
647,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"135,381,222,528",0.46
648,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,46,526",0.76
649,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"135,381,222,528",0.46
650,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,46,526",0.76
651,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"135,381,222,528",0.46
652,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,46,526",0.76
653,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"135,381,222,528",0.46
654,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,46,527",0.77
655,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,379,222,530",0.49
656,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,382,472,532",0.34
657,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,528",0.75
658,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,379,222,529",0.50
659,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,386,472,532",0.40
660,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,528",0.75
661,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,379,222,529",0.50
662,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,386,472,532",0.40
663,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,528",0.75
664,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,379,222,529",0.50
665,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,386,472,532",0.40
666,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,528",0.75
667,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,379,222,529",0.50
668,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,386,472,532",0.40
669,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,44,528",0.73
670,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,379,223,529",0.51
671,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,388,472,531",0.34
672,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,43,528",0.72
673,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,380,223,529",0.51
674,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,392,472,531",0.34
675,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,43,528",0.72
676,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,379,223,529",0.51
677,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,392,472,531",0.34
678,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,44,528",0.77
679,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,379,222,529",0.53
680,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,44,528",0.77
681,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,379,222,529",0.53
682,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,44,528",0.78
683,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,379,222,530",0.48
684,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,43,528",0.77
685,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,379,222,529",0.54
686,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,43,528",0.77
687,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,379,222,529",0.55
688,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,43,528",0.77
689,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,379,222,529",0.55
690,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,43,527",0.78
691,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,380,222,529",0.54
692,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,43,527",0.78
693,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,380,222,529",0.54
694,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,527",0.78
695,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,383,222,527",0.55
696,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,527",0.78
697,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,383,222,527",0.55
698,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,529",0.78
699,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,382,222,527",0.57
700,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,529",0.78
701,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,382,222,527",0.57
702,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,529",0.78
703,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,382,222,527",0.57
704,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,44,529",0.75
705,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,383,222,528",0.54
706,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,44,529",0.75
707,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,383,222,528",0.54
708,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,44,529",0.75
709,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,383,222,528",0.54
710,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,44,528",0.77
711,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,382,222,528",0.51
712,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,44,529",0.75
713,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,382,222,528",0.39
714,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,44,529",0.75
715,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,382,222,528",0.39
716,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,45,529",0.74
717,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,382,222,528",0.32
718,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,45,529",0.74
719,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,382,222,528",0.32
720,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,44,529",0.77
721,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,44,529",0.77
722,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,44,529",0.75
723,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,44,529",0.75
724,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,44,529",0.79
725,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,44,529",0.79
726,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"134,379,223,528",0.26
727,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,384,40,531",0.26
728,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,376,224,529",0.30
729,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,40,532",0.29
730,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,376,224,529",0.30
731,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,40,532",0.29
732,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,379,224,527",0.35
733,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,42,535",0.32
734,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,379,224,527",0.35
735,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,42,535",0.32
736,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,379,224,527",0.35
737,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,42,535",0.32
738,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,377,224,527",0.39
739,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,377,224,527",0.41
740,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,377,224,527",0.41
741,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,374,224,529",0.44
742,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,375,224,529",0.44
743,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,375,224,529",0.44
744,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,375,224,529",0.48
745,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,375,224,529",0.48
746,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,382,46,535",0.49
747,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,372,225,530",0.32
748,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,382,46,535",0.48
749,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,372,225,530",0.32
750,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,45,532",0.58
751,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,369,224,531",0.41
752,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,45,532",0.58
753,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,369,224,531",0.41
754,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,44,532",0.57
755,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,372,224,531",0.41
756,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,531",0.62
757,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,373,224,532",0.37
758,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,531",0.62
759,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,373,224,532",0.37
760,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,531",0.59
761,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,374,224,530",0.29
762,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,531",0.59
763,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,374,224,530",0.28
764,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,531",0.59
765,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,374,224,530",0.29
766,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,531",0.59
767,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"133,374,224,530",0.29
768,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,531",0.61
769,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,44,531",0.56
770,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,45,532",0.41
771,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,376,224,530",0.27
772,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,45,532",0.41
773,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,376,224,530",0.27
774,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,45,532",0.41
775,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,375,224,530",0.27
776,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,376,224,529",0.37
777,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,44,532",0.32
778,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,376,224,529",0.37
779,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,44,532",0.32
780,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,44,532",0.34
781,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,44,532",0.34
782,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,44,532",0.34
783,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,44,531",0.50
784,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"131,374,224,530",0.27
785,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,44,531",0.50
786,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"131,374,224,530",0.27
787,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,530",0.47
788,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,374,223,530",0.35
789,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"239,489,327,625",0.29
790,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,530",0.47
791,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,374,223,530",0.34
792,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"239,489,327,625",0.29
793,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,530",0.52
794,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"131,373,223,529",0.30
795,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"239,488,327,626",0.26
796,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,530",0.52
797,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"131,373,223,529",0.30
798,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"239,488,327,626",0.26
799,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.56
800,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"131,373,223,529",0.28
