序号,画面标识,结果,位置,置信度
1328,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"506,124,539,181",0.64
1329,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"428,303,494,391",0.58
1330,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"90,178,124,229",0.54
1331,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"272,117,293,150",0.49
1332,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,115,409,151",0.47
1333,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,213,385,278",0.45
1334,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,240,346,322",0.36
1335,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"215,152,243,191",0.34
1336,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"295,103,312,134",0.34
1337,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"190,141,217,182",0.33
1338,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"264,191,300,242",0.31
1339,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"300,160,328,201",0.31
1340,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"136,160,172,209",0.30
1341,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"354,152,378,189",0.29
1342,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"340,114,359,145",0.28
1343,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"344,130,367,167",0.28
1344,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"208,230,254,298",0.27
1345,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,173,547,234",0.26
1346,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,327,568,424",0.75
1347,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"365,181,397,224",0.74
1348,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,319",0.67
1349,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,138,289,170",0.65
1350,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"461,196,499,246",0.65
1351,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"506,124,539,181",0.64
1352,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"428,303,494,391",0.58
1353,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"90,178,124,229",0.54
1354,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"272,117,293,150",0.49
1355,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,115,409,151",0.47
1356,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,213,385,278",0.45
1357,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,240,346,322",0.36
1358,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"295,103,312,134",0.34
1359,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"215,152,243,191",0.34
1360,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"190,141,217,182",0.33
1361,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"264,191,300,242",0.31
1362,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"300,160,328,201",0.31
1363,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"136,160,172,209",0.30
1364,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"354,152,378,189",0.29
1365,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"340,114,359,145",0.29
1366,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"344,130,367,167",0.28
1367,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"208,230,254,298",0.27
1368,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,173,547,234",0.26
1369,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,327,568,424",0.75
1370,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"365,181,397,224",0.74
1371,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,319",0.67
1372,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,138,289,170",0.65
1373,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"461,196,499,246",0.65
1374,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"506,124,539,181",0.64
1375,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"428,303,494,391",0.58
1376,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"90,178,124,229",0.54
1377,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"272,117,293,150",0.49
1378,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,115,409,151",0.47
1379,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,213,385,278",0.45
1380,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,240,346,322",0.36
1381,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"295,103,312,134",0.34
1382,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"215,152,243,191",0.34
1383,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"190,141,217,182",0.33
1384,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"264,191,300,242",0.31
1385,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"300,160,328,201",0.31
1386,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"136,160,172,209",0.30
1387,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"354,152,378,189",0.29
1388,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"340,114,359,145",0.29
1389,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"344,130,367,167",0.28
1390,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"208,230,254,298",0.27
1391,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,173,547,234",0.26
1392,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,326,569,425",0.68
1393,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"365,182,397,224",0.66
1394,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,140,289,173",0.65
1395,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"460,196,499,246",0.64
1396,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,318",0.64
1397,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"506,125,540,180",0.63
1398,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"427,302,493,389",0.57
1399,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,213,385,278",0.50
1400,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,115,409,151",0.49
1401,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"90,178,124,225",0.44
1402,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,158,328,201",0.42
1403,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"345,130,367,166",0.42
1404,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"190,141,218,182",0.36
1405,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"215,152,243,191",0.30
1406,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,240,347,322",0.29
1407,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"354,152,378,190",0.29
1408,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"209,230,254,298",0.29
1409,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"136,160,172,209",0.28
1410,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"264,189,301,243",0.27
1411,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,326,569,425",0.68
1412,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"365,182,397,224",0.66
1413,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,140,289,173",0.65
1414,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"460,196,499,246",0.64
1415,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,318",0.64
1416,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"506,125,540,180",0.63
1417,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"427,302,493,389",0.57
1418,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,213,385,278",0.50
1419,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,115,409,151",0.49
1420,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"90,178,124,225",0.44
1421,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,159,328,201",0.42
1422,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"345,130,367,166",0.42
1423,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"190,141,218,182",0.36
1424,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"215,152,243,191",0.30
1425,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,240,347,322",0.29
1426,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"354,152,378,190",0.29
1427,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"209,230,254,298",0.29
1428,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"136,160,172,209",0.28
1429,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"264,189,301,243",0.27
1430,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,326,569,425",0.68
1431,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"365,182,397,224",0.66
1432,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,140,289,173",0.65
1433,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"460,196,499,246",0.64
1434,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,318",0.64
1435,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"506,125,540,180",0.63
1436,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"427,302,493,389",0.57
1437,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,213,385,278",0.50
1438,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,115,409,151",0.49
1439,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"90,178,124,225",0.44
1440,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,158,328,201",0.42
1441,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"345,130,367,166",0.42
1442,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"190,141,218,182",0.36
1443,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"215,152,243,191",0.30
1444,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,240,347,322",0.29
1445,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"354,152,378,190",0.29
1446,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"209,230,254,298",0.29
1447,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"136,160,172,209",0.28
1448,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"264,189,301,243",0.27
1449,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"364,182,397,226",0.70
1450,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"461,196,499,246",0.66
1451,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"426,303,493,393",0.64
1452,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,318",0.60
1453,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"507,125,539,180",0.57
1454,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,141,290,174",0.56
1455,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,326,570,425",0.49
1456,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"90,178,125,228",0.48
1457,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"354,151,378,188",0.46
1458,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,239,347,322",0.43
1459,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,113,409,152",0.40
1460,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"345,129,367,165",0.37
1461,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"135,160,172,209",0.32
1462,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,212,386,278",0.31
1463,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,159,328,200",0.31
1464,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,171,547,234",0.29
1465,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"371,131,394,171",0.29
1466,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"319,127,341,165",0.29
1467,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"210,232,254,296",0.27
1468,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"385,156,413,191",0.27
1469,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"301,160,328,201",0.26
1470,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"364,182,397,226",0.70
1471,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"461,196,499,246",0.66
1472,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"426,303,493,393",0.64
1473,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,318",0.60
1474,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"507,125,539,180",0.57
1475,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,141,290,174",0.56
1476,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,326,570,425",0.49
1477,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"90,178,125,228",0.48
1478,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"354,151,378,188",0.46
1479,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,239,347,322",0.43
1480,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,113,409,152",0.40
1481,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"345,129,367,165",0.37
1482,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"135,160,172,209",0.32
1483,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,212,386,278",0.31
1484,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,159,328,200",0.31
1485,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,171,547,234",0.29
1486,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"371,131,394,171",0.29
1487,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"319,127,341,165",0.29
1488,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"210,232,254,296",0.27
1489,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"385,156,413,191",0.27
1490,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"301,160,328,201",0.26
1491,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"364,182,397,226",0.70
1492,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"461,196,499,246",0.66
1493,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"426,303,493,393",0.64
1494,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,318",0.60
1495,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"507,125,539,180",0.57
1496,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,141,290,174",0.57
1497,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,326,570,425",0.49
1498,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"90,178,125,228",0.48
1499,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"354,151,378,188",0.46
1500,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,239,347,322",0.43
1501,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,113,409,152",0.40
1502,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"345,129,367,165",0.37
1503,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"135,160,172,209",0.32
1504,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,212,386,278",0.31
1505,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,159,328,200",0.30
1506,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,171,547,234",0.29
1507,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"371,131,394,171",0.29
1508,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"319,127,341,165",0.29
1509,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"210,232,254,296",0.27
1510,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"385,156,413,191",0.27
1511,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"301,160,328,201",0.26
1512,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,143,291,177",0.71
1513,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"365,182,397,226",0.66
1514,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"425,304,492,393",0.64
1515,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"460,196,499,246",0.63
1516,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"507,125,540,181",0.58
1517,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,317",0.49
1518,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,239,346,322",0.44
1519,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"341,212,386,278",0.43
1520,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,113,409,152",0.41
1521,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"346,130,366,165",0.39
1522,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"91,178,125,227",0.37
1523,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"319,129,340,166",0.35
1524,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,170,548,234",0.33
1525,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"340,114,359,145",0.33
1526,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"191,141,217,180",0.33
1527,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"371,132,394,171",0.32
1528,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"210,230,254,297",0.32
1529,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"355,151,378,187",0.31
1530,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"295,103,313,136",0.30
1531,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"301,160,328,200",0.29
1532,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"135,160,172,209",0.28
1533,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,325,569,424",0.27
1534,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,143,291,177",0.71
1535,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"365,182,397,226",0.66
1536,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"425,304,492,392",0.64
1537,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"460,196,499,246",0.63
1538,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"507,125,540,181",0.58
1539,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,317",0.49
1540,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,239,346,322",0.44
1541,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"341,212,386,278",0.43
1542,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,113,409,152",0.41
1543,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"346,130,366,165",0.40
1544,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"91,178,125,227",0.37
1545,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"319,129,340,166",0.35
1546,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"340,114,359,145",0.33
1547,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,170,548,234",0.33
1548,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"191,141,217,180",0.33
1549,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"371,132,394,171",0.32
1550,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"210,230,254,297",0.32
1551,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"355,151,378,187",0.31
1552,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"295,103,313,136",0.30
1553,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"301,160,328,200",0.29
1554,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"135,160,172,209",0.28
1555,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,325,569,424",0.27
1556,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"461,196,499,246",0.65
1557,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"341,211,386,278",0.64
1558,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"507,125,540,183",0.60
1559,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"92,177,125,230",0.54
1560,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"425,305,493,394",0.52
1561,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"355,150,379,190",0.51
1562,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"190,142,217,180",0.50
1563,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,317",0.50
1564,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,240,346,322",0.43
1565,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"388,113,409,152",0.40
1566,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,170,549,236",0.40
1567,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"368,181,397,227",0.38
1568,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,158,327,200",0.35
1569,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"243,133,268,166",0.35
1570,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"211,230,254,297",0.34
1571,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"340,114,359,145",0.33
1572,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"295,104,313,136",0.31
1573,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"345,129,366,164",0.30
1574,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"215,152,243,191",0.28
1575,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"461,196,499,246",0.65
1576,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"341,211,386,278",0.64
1577,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"507,125,540,183",0.60
1578,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"92,177,125,230",0.54
1579,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"425,305,493,394",0.52
1580,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"355,150,379,190",0.51
1581,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"190,142,217,180",0.50
1582,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,317",0.50
1583,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,240,346,322",0.43
